n_top,n_bottom,n_outerwear,n_shoes,n_dress,n_accessory,n_total,frac_tshirt,frac_outerwear,frac_winter,frac_formal,n_colors,has_neutral,ghost_ratio,manca_capospalla,manca_scarpe,manca_formale,manca_invernale,troppe_tshirt,poca_varieta_colori,profile
14,0,3,4,2,4,27,0.2963,0.1111,0.2963,0.1852,6,1.0,0.0556,0,0,0,0,0,0,balanced
9,5,5,2,1,4,26,0.0385,0.1923,0.4231,0.2308,5,1.0,0.4746,0,0,0,0,0,0,random
8,7,0,5,0,6,26,0.0769,0.0,0.1923,0.1923,5,1.0,0.1598,1,0,0,0,0,0,random
7,6,6,3,6,0,28,0.0,0.2143,0.2143,0.6071,6,1.0,0.4318,0,0,0,0,0,0,formal
18,8,0,7,0,0,33,0.3333,0.0,0.0,0.0,12,1.0,0.3226,1,0,1,1,0,0,tshirt_heavy
16,12,0,1,0,5,34,0.1176,0.0,0.2059,0.1176,9,1.0,0.1719,1,1,0,0,0,0,random
4,0,0,0,0,0,4,1.0,0.0,0.0,0.0,4,1.0,0.2618,1,1,1,1,0,0,minimal
13,5,0,3,0,5,26,0.1923,0.0,0.3462,0.0769,8,1.0,0.0423,1,0,0,0,0,0,balanced
12,4,5,4,0,6,31,0.129,0.1613,0.2258,0.129,2,1.0,0.1798,0,0,0,0,0,1,random
24,7,0,3,0,0,34,0.4706,0.0,0.0,0.0,3,1.0,0.5218,1,0,1,1,1,0,tshirt_heavy
5,8,7,5,2,12,39,0.0256,0.1795,0.3846,0.1282,3,1.0,0.0892,0,0,0,0,0,0,random
8,3,0,4,2,0,17,0.4706,0.0,0.0,0.1176,1,1.0,0.1514,1,0,0,1,1,1,summer_only
3,0,0,0,0,0,3,1.0,0.0,0.0,0.0,3,1.0,0.4612,1,1,1,0,0,0,minimal
8,4,3,1,2,2,20,0.2,0.15,0.4,0.15,1,1.0,0.4429,0,1,0,0,0,1,balanced
18,8,0,2,0,0,28,0.5,0.0,0.0,0.0,12,1.0,0.0242,1,0,1,1,1,0,tshirt_heavy
32,11,0,3,0,0,46,0.4565,0.0,0.0,0.0,2,1.0,0.0923,1,0,1,1,1,1,tshirt_heavy
8,2,2,0,0,1,13,0.3077,0.1538,0.3846,0.1538,8,1.0,0.3911,0,1,0,0,0,0,random
1,1,0,0,0,0,2,0.0,0.0,0.0,0.5,1,0.0,0.0905,1,1,1,0,0,1,minimal
2,7,4,5,4,0,22,0.0,0.1818,0.1818,0.4091,5,1.0,0.6059,0,0,0,0,0,0,formal
4,5,0,1,1,0,11,0.3636,0.0,0.0,0.0909,2,0.0,0.1755,1,1,1,1,0,1,summer_only
5,3,5,3,2,0,18,0.0,0.2778,0.2778,0.6667,7,1.0,0.4365,0,0,0,0,0,0,formal
13,5,5,4,3,2,32,0.1562,0.1562,0.3438,0.3125,8,1.0,0.5213,0,0,0,0,0,0,balanced
2,1,0,0,0,0,3,0.6667,0.0,0.0,0.0,1,0.0,0.1653,1,1,1,0,0,1,minimal
3,6,3,2,1,5,20,0.0,0.15,0.25,0.15,3,1.0,0.419,0,0,0,0,0,0,random
17,9,0,2,8,0,36,0.4722,0.0,0.0,0.2222,13,1.0,0.1876,1,0,0,1,1,0,summer_only
13,10,2,2,2,8,37,0.0811,0.0541,0.0811,0.2973,4,1.0,0.0879,1,0,0,0,0,0,random
18,5,0,3,0,0,26,0.4615,0.0,0.0,0.0,2,1.0,0.412,1,0,1,1,1,1,tshirt_heavy
2,1,0,0,0,0,3,0.6667,0.0,0.0,0.0,1,1.0,0.2305,1,1,1,0,0,1,minimal
12,7,0,3,2,0,24,0.5,0.0,0.0,0.0833,3,1.0,0.4357,1,0,0,1,1,0,summer_only
4,11,0,3,2,0,20,0.2,0.0,0.0,0.1,10,1.0,0.3506,1,0,0,1,0,0,summer_only
10,10,0,3,4,0,27,0.3704,0.0,0.0,0.1481,13,1.0,0.3146,1,0,0,1,0,0,summer_only
7,8,0,2,3,0,20,0.35,0.0,0.0,0.15,9,1.0,0.5243,1,0,0,1,0,0,summer_only
5,2,3,4,6,0,20,0.0,0.15,0.15,0.7,5,1.0,0.4456,0,0,0,0,0,0,formal
8,3,1,4,4,8,28,0.0714,0.0357,0.25,0.2857,13,1.0,0.2214,1,0,0,0,0,0,random
4,1,0,1,0,0,6,0.3333,0.0,0.0,0.3333,2,1.0,0.2097,1,1,0,1,0,1,minimal
5,2,6,5,0,8,26,0.0769,0.2308,0.5385,0.1154,12,1.0,0.0312,0,1,0,0,0,0,random
2,0,0,3,0,0,5,0.4,0.0,0.0,0.0,3,1.0,0.2822,1,0,1,0,0,0,minimal
0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,1,0.0,0.2368,1,1,1,0,0,1,minimal
9,3,1,0,0,9,22,0.0,0.0455,0.2273,0.2727,2,1.0,0.1283,1,1,0,0,0,1,random
18,5,0,1,0,0,24,0.6667,0.0,0.0,0.0,9,1.0,0.57,1,1,1,1,1,0,tshirt_heavy
10,10,0,3,0,0,23,0.3913,0.0,0.0,0.0,4,1.0,0.4847,1,0,1,1,0,0,tshirt_heavy
12,5,2,10,2,3,34,0.1471,0.0588,0.1471,0.2647,9,1.0,0.392,1,0,0,0,0,0,balanced
4,5,4,3,3,0,19,0.0,0.2105,0.2105,0.5263,6,1.0,0.0856,0,0,0,0,0,0,formal
6,10,3,0,2,8,29,0.0345,0.1034,0.4138,0.2069,5,1.0,0.52,1,1,0,0,0,0,random
4,11,0,2,1,0,18,0.2222,0.0,0.0,0.0556,8,1.0,0.215,1,0,1,1,0,0,summer_only
15,6,4,5,2,0,32,0.0,0.125,0.125,0.625,5,1.0,0.3074,0,0,0,0,1,0,formal
13,6,4,6,1,1,31,0.1935,0.129,0.3226,0.1613,1,0.0,0.3151,0,0,0,0,0,1,balanced
10,12,4,5,3,0,34,0.0882,0.1176,0.1765,0.1471,8,1.0,0.3005,0,0,0,0,0,0,random
15,12,0,1,0,0,28,0.3571,0.0,0.0,0.0,8,1.0,0.208,1,1,1,1,0,0,tshirt_heavy
12,6,1,2,1,6,28,0.0,0.0357,0.2857,0.1786,3,1.0,0.3254,1,0,0,0,0,0,random
4,4,7,1,1,0,17,0.0,0.4118,0.4118,0.5882,1,0.0,0.2784,0,1,0,0,0,1,formal
7,14,1,3,2,2,29,0.1034,0.0345,0.069,0.1724,8,1.0,0.4378,1,0,0,1,0,0,random
11,5,3,4,0,2,25,0.12,0.12,0.28,0.28,6,1.0,0.1106,0,0,0,0,0,0,balanced
19,5,0,6,0,0,30,0.5333,0.0,0.0,0.0,13,1.0,0.4637,1,0,1,1,1,0,tshirt_heavy
5,0,0,1,0,0,6,0.8333,0.0,0.0,0.0,4,1.0,0.2407,1,1,1,1,1,0,minimal
1,0,0,5,0,0,6,0.1667,0.0,0.0,0.0,6,1.0,0.1082,1,0,1,1,0,1,minimal
9,9,0,6,1,0,25,0.36,0.0,0.0,0.04,7,1.0,0.6331,1,0,1,1,0,0,summer_only
7,1,0,4,0,0,12,0.4167,0.0,0.0,0.1667,2,1.0,0.4309,1,0,0,1,1,1,minimal
11,7,0,3,2,0,23,0.4783,0.0,0.0,0.087,11,1.0,0.1779,1,0,0,1,1,0,summer_only
11,10,1,5,1,2,30,0.0333,0.0333,0.0667,0.2,7,1.0,0.321,1,0,0,1,0,0,random
12,7,0,5,0,0,24,0.3333,0.0,0.0,0.0,10,1.0,0.117,1,0,1,1,0,0,tshirt_heavy
2,0,0,1,0,0,3,0.3333,0.0,0.0,0.3333,3,1.0,0.1224,1,1,1,0,0,0,minimal
4,8,0,6,2,0,20,0.2,0.0,0.0,0.1,7,1.0,0.2715,1,0,0,1,0,0,summer_only
2,1,0,2,0,0,5,0.4,0.0,0.0,0.0,1,1.0,0.3319,1,0,1,1,0,1,minimal
22,3,0,1,0,0,26,0.7308,0.0,0.0,0.0,1,1.0,0.2688,1,1,1,1,1,1,tshirt_heavy
4,7,9,2,4,7,33,0.0303,0.2727,0.3636,0.2121,12,1.0,0.1969,0,0,0,0,0,0,random
3,0,0,1,0,0,4,0.5,0.0,0.0,0.25,2,1.0,0.5191,1,1,1,0,0,1,minimal
9,7,2,5,6,0,29,0.0,0.069,0.069,0.5172,2,0.0,0.6298,1,0,0,1,0,1,formal
14,9,3,3,1,2,32,0.1875,0.0938,0.2188,0.25,11,1.0,0.3816,1,0,0,0,0,0,balanced
4,11,4,3,2,9,33,0.0303,0.1212,0.3939,0.1515,2,0.0,0.327,0,0,0,0,0,1,random
24,10,0,4,0,0,38,0.5,0.0,0.0,0.0,7,1.0,0.4721,1,1,1,1,1,0,tshirt_heavy
16,5,3,1,0,2,27,0.2222,0.1111,0.2963,0.2963,13,1.0,0.2732,0,1,0,0,1,0,balanced
2,0,0,0,0,0,2,1.0,0.0,0.0,0.0,2,1.0,0.2829,0,1,1,0,0,1,minimal
5,8,0,2,4,0,19,0.2632,0.0,0.0,0.2105,4,1.0,0.225,1,0,0,1,0,0,summer_only
15,7,0,3,0,0,25,0.44,0.0,0.0,0.0,5,1.0,0.1051,1,0,1,1,1,0,tshirt_heavy
11,3,0,4,1,2,21,0.1429,0.0,0.1429,0.2381,8,1.0,0.1742,1,0,0,0,0,0,balanced
12,9,1,1,1,5,29,0.1724,0.0345,0.2069,0.069,10,1.0,0.6504,1,1,1,0,0,0,random
8,7,3,6,2,0,26,0.0,0.1154,0.1154,0.5,8,1.0,0.1281,0,0,0,1,0,0,formal
21,6,0,1,0,0,28,0.5357,0.0,0.0,0.0,9,1.0,0.1307,1,1,1,1,1,0,tshirt_heavy
7,2,8,4,5,0,26,0.0,0.3077,0.3077,0.6923,5,1.0,0.5536,0,1,0,0,0,0,formal
2,1,0,1,0,0,4,0.5,0.0,0.0,0.0,3,1.0,0.4303,1,1,1,0,0,0,minimal
13,5,4,4,1,1,28,0.0714,0.1429,0.3571,0.3214,1,1.0,0.2919,0,0,0,0,0,1,balanced
18,10,0,3,0,0,31,0.4516,0.0,0.0,0.0,7,1.0,0.28,1,0,1,1,1,0,tshirt_heavy
9,5,0,4,2,0,20,0.45,0.0,0.0,0.1,1,1.0,0.4798,1,0,0,1,1,1,summer_only
24,7,0,5,0,0,36,0.5556,0.0,0.0,0.0,2,1.0,0.1112,1,0,1,1,1,1,tshirt_heavy
14,11,1,1,1,4,32,0.1875,0.0312,0.3125,0.1562,5,1.0,0.2521,1,1,0,0,0,0,balanced
12,6,0,1,2,0,21,0.5714,0.0,0.0,0.0952,11,1.0,0.3756,1,1,0,1,1,0,summer_only
16,5,0,5,0,0,26,0.5,0.0,0.0,0.0,12,1.0,0.3369,1,0,1,1,1,0,tshirt_heavy
3,0,0,2,0,0,5,0.4,0.0,0.0,0.2,2,1.0,0.1619,1,0,1,0,0,1,minimal
9,7,6,6,6,0,34,0.0,0.1765,0.1765,0.5,2,1.0,0.2524,0,0,0,0,0,1,formal
4,5,1,0,5,0,15,0.0,0.0667,0.0667,0.6667,12,1.0,0.2499,1,1,0,1,0,0,formal
11,12,0,1,0,0,24,0.4583,0.0,0.0,0.0,7,1.0,0.2568,1,1,1,1,1,0,tshirt_heavy
15,10,0,6,0,0,31,0.1935,0.0,0.0,0.0,8,1.0,0.2578,1,0,1,1,0,0,tshirt_heavy
18,4,0,5,0,0,27,0.5185,0.0,0.0,0.0,1,0.0,0.3608,1,0,1,1,1,1,tshirt_heavy
2,1,0,2,0,0,5,0.4,0.0,0.0,0.0,3,1.0,0.3559,1,0,1,0,0,0,minimal
5,9,0,3,3,0,20,0.25,0.0,0.0,0.15,8,1.0,0.1534,1,0,0,1,0,0,summer_only
6,5,3,3,3,0,20,0.0,0.15,0.15,0.6,12,1.0,0.4525,0,0,0,0,0,0,formal
3,1,0,1,0,0,5,0.4,0.0,0.0,0.2,5,1.0,0.4815,1,1,1,0,0,0,minimal
15,9,5,5,1,2,37,0.0811,0.1351,0.3243,0.2703,3,1.0,0.3818,0,0,0,0,0,0,balanced
19,8,0,3,0,0,30,0.5,0.0,0.0,0.0,6,1.0,0.3432,1,0,1,1,1,0,tshirt_heavy
25,6,0,7,0,0,38,0.4211,0.0,0.0,0.0,8,1.0,0.2636,1,0,1,1,1,0,tshirt_heavy
2,2,0,0,0,0,4,0.5,0.0,0.0,0.0,1,0.0,0.1601,1,1,1,0,0,1,minimal
13,9,6,4,0,3,35,0.0857,0.1714,0.2857,0.2,2,0.0,0.286,0,0,0,0,0,1,balanced
11,9,7,5,5,0,37,0.0,0.1892,0.1892,0.5676,5,1.0,0.135,0,0,0,0,0,0,formal
6,7,8,0,0,4,25,0.08,0.32,0.36,0.28,6,1.0,0.8369,0,1,0,0,0,0,random
22,7,0,2,0,0,31,0.5806,0.0,0.0,0.0,13,1.0,0.3124,1,0,1,1,1,0,tshirt_heavy
2,7,4,3,4,6,26,0.0,0.1538,0.3077,0.3846,9,1.0,0.1099,0,0,0,0,0,0,random
2,1,0,1,0,0,4,0.5,0.0,0.0,0.0,3,0.0,0.4702,1,1,1,0,0,1,minimal
11,5,5,1,3,0,25,0.0,0.2,0.2,0.68,1,0.0,0.1632,0,1,0,0,0,1,formal
3,6,4,2,0,2,17,0.0,0.2353,0.3529,0.1765,9,1.0,0.4514,0,0,0,0,0,0,random
14,2,2,2,2,1,23,0.1739,0.087,0.2174,0.4348,2,0.0,0.5115,1,0,0,0,0,1,balanced
12,4,4,0,1,2,23,0.087,0.1739,0.3043,0.2609,9,1.0,0.2853,0,1,0,0,0,0,random
6,3,5,6,3,0,23,0.0,0.2174,0.2174,0.4783,7,1.0,0.5451,0,0,0,0,0,0,formal
21,11,0,5,0,0,37,0.4324,0.0,0.0,0.0,9,1.0,0.0929,1,0,1,1,1,0,tshirt_heavy
13,6,2,3,2,0,26,0.0,0.0769,0.0769,0.6538,7,1.0,0.2094,1,0,0,1,0,0,formal
8,10,8,3,4,0,33,0.0,0.2424,0.2424,0.5152,5,1.0,0.0916,0,0,0,0,0,0,formal
6,0,0,1,0,0,7,0.5714,0.0,0.0,0.2857,6,1.0,0.7868,1,1,0,1,1,0,minimal
10,14,3,1,1,2,31,0.0968,0.0968,0.1613,0.1613,10,1.0,0.0542,1,1,0,0,0,0,random
2,0,0,0,0,0,2,1.0,0.0,0.0,0.0,2,0.0,0.0687,1,1,1,0,0,1,minimal
11,3,12,2,3,0,31,0.0,0.3871,0.3871,0.6774,12,1.0,0.4038,0,0,0,0,0,0,formal
8,7,0,6,3,0,24,0.3333,0.0,0.0,0.125,13,1.0,0.1026,1,0,0,1,0,0,summer_only
4,19,2,0,0,2,27,0.0,0.0741,0.1111,0.0741,3,1.0,0.1864,1,1,0,0,0,0,random
1,1,0,1,0,0,3,0.3333,0.0,0.0,0.0,1,0.0,0.3069,1,1,1,0,0,1,minimal
8,6,6,4,3,0,27,0.0,0.2222,0.2222,0.5556,6,1.0,0.2562,0,0,0,0,0,0,formal
23,8,0,2,0,0,33,0.6061,0.0,0.0,0.0,8,1.0,0.0553,1,0,1,1,1,0,tshirt_heavy
8,8,3,2,6,0,27,0.0,0.1111,0.1111,0.5556,3,1.0,0.367,0,0,0,0,0,0,formal
9,7,1,2,2,6,27,0.037,0.037,0.3704,0.1481,5,1.0,0.5833,1,0,0,0,0,0,random
7,11,11,0,2,10,41,0.0,0.2683,0.4146,0.1951,3,1.0,0.3893,0,1,0,0,0,0,random
9,7,5,3,4,0,28,0.0,0.1786,0.1786,0.5357,5,1.0,0.213,0,0,0,0,0,0,formal
13,13,2,1,1,3,33,0.1818,0.0606,0.2424,0.0606,1,1.0,0.3755,1,1,0,0,0,1,random
8,13,0,1,2,0,24,0.3333,0.0,0.0,0.0833,4,1.0,0.2219,1,1,1,1,0,0,summer_only
6,10,0,2,3,0,21,0.2857,0.0,0.0,0.1429,10,1.0,0.5152,1,0,0,1,0,0,summer_only
8,7,8,3,5,2,33,0.0303,0.2424,0.3636,0.303,5,1.0,0.0677,0,0,0,0,0,0,random
11,7,1,2,2,0,23,0.1304,0.0435,0.2174,0.1739,10,1.0,0.6028,1,0,0,0,0,0,balanced
0,2,0,0,0,0,2,0.0,0.0,0.0,0.0,1,1.0,0.2549,1,1,1,0,0,1,minimal
16,2,1,4,1,2,26,0.3846,0.0385,0.1923,0.1538,5,1.0,0.2301,1,0,0,0,0,0,balanced
11,5,5,6,5,0,32,0.0,0.1562,0.1562,0.5938,7,1.0,0.2776,0,0,0,0,0,0,formal
7,8,5,3,0,2,25,0.08,0.2,0.28,0.2,9,1.0,0.1695,0,0,0,0,0,0,random
7,5,8,9,3,0,32,0.0,0.25,0.25,0.5,5,1.0,0.5276,0,0,1,0,0,0,formal
21,5,0,3,0,0,29,0.6552,0.0,0.0,0.0,6,1.0,0.4033,1,0,1,1,1,0,tshirt_heavy
7,7,0,3,3,0,20,0.35,0.0,0.0,0.15,5,1.0,0.3455,1,0,0,1,0,0,summer_only
23,7,0,2,0,0,32,0.5312,0.0,0.0,0.0,8,1.0,0.2894,1,0,1,1,1,0,tshirt_heavy
13,8,3,4,2,2,32,0.1562,0.0938,0.2188,0.125,13,1.0,0.2358,1,0,0,0,0,0,balanced
13,9,0,2,0,0,24,0.3333,0.0,0.0,0.0,3,1.0,0.132,1,0,1,1,0,0,tshirt_heavy
7,10,0,2,2,0,21,0.3333,0.0,0.0,0.0952,3,1.0,0.033,1,0,0,1,0,0,summer_only
9,8,1,5,1,0,24,0.0833,0.0417,0.125,0.125,12,1.0,0.4681,1,0,0,0,0,0,balanced
1,1,0,1,0,0,3,0.3333,0.0,0.0,0.0,1,0.0,0.5046,1,1,1,0,0,1,minimal
11,3,1,1,0,3,19,0.0526,0.0526,0.3158,0.2105,12,1.0,0.2379,1,1,0,0,0,0,random
3,0,0,2,0,0,5,0.4,0.0,0.0,0.2,3,0.0,0.1236,1,0,1,0,0,1,minimal
0,0,0,2,0,0,2,0.0,0.0,0.0,0.0,2,1.0,0.2151,1,0,1,0,0,1,minimal
3,9,4,2,4,6,28,0.0,0.1429,0.2857,0.1786,12,1.0,0.1571,0,0,0,0,0,0,random
13,7,5,1,2,6,34,0.2059,0.1471,0.4412,0.1765,3,1.0,0.1641,0,1,0,0,0,0,random
31,11,0,3,0,0,45,0.4889,0.0,0.0,0.0,8,1.0,0.0319,1,0,1,1,1,0,tshirt_heavy
7,12,0,3,3,0,25,0.28,0.0,0.0,0.12,11,1.0,0.0598,1,0,0,1,0,0,summer_only
12,6,5,4,2,2,31,0.129,0.1613,0.4194,0.1935,5,1.0,0.4984,0,0,0,0,0,0,balanced
25,6,0,2,0,0,33,0.5152,0.0,0.0,0.0,3,1.0,0.0427,1,0,1,1,1,0,tshirt_heavy
7,8,2,3,5,0,25,0.0,0.08,0.08,0.52,7,1.0,0.1768,1,0,0,1,0,0,formal
27,5,0,6,0,0,38,0.4211,0.0,0.0,0.0,3,1.0,0.3926,1,0,1,1,1,0,tshirt_heavy
11,5,5,0,0,1,22,0.0909,0.2273,0.4545,0.2727,7,1.0,0.1761,0,1,0,0,0,0,balanced
8,8,6,0,1,0,23,0.0,0.2609,0.2609,0.5217,1,1.0,0.3299,0,1,0,0,0,1,formal
20,7,0,3,1,1,32,0.3125,0.0,0.125,0.25,12,1.0,0.1438,1,0,0,0,0,0,balanced
11,4,3,4,0,1,23,0.1739,0.1304,0.2609,0.1739,3,1.0,0.1823,0,0,0,0,0,0,balanced
3,3,0,2,0,0,8,0.375,0.0,0.0,0.0,3,1.0,0.1675,1,0,1,1,0,0,minimal
5,10,3,5,2,5,30,0.0333,0.1,0.2333,0.1333,7,1.0,0.4617,0,0,0,0,0,0,random
8,12,8,7,1,8,44,0.0682,0.1818,0.25,0.1591,8,1.0,0.181,0,0,0,0,0,0,random
11,4,9,8,3,0,35,0.0,0.2571,0.2571,0.5714,2,1.0,0.4343,0,0,0,0,0,1,formal
8,5,5,0,1,2,21,0.0476,0.2381,0.5238,0.1429,7,1.0,0.4126,0,1,0,0,0,0,random
8,11,1,2,1,0,23,0.1304,0.0435,0.087,0.2174,8,1.0,0.3982,1,0,0,1,0,0,balanced
2,0,0,1,0,0,3,0.6667,0.0,0.0,0.0,1,0.0,0.2448,1,1,1,0,0,1,minimal
9,2,0,6,4,0,21,0.4286,0.0,0.0,0.1905,1,1.0,0.2172,1,0,0,1,1,1,summer_only
2,0,0,1,0,0,3,0.3333,0.0,0.0,0.3333,1,0.0,0.276,1,1,1,0,0,1,minimal
2,0,0,0,0,0,2,1.0,0.0,0.0,0.0,2,0.0,0.3913,1,1,1,0,0,1,minimal
12,10,2,4,2,2,32,0.0,0.0625,0.3125,0.2188,2,1.0,0.3558,1,0,0,0,0,1,random
4,19,3,2,1,5,34,0.0588,0.0882,0.2059,0.1176,8,1.0,0.2084,1,0,0,0,0,0,random
10,2,4,2,2,1,21,0.1905,0.1905,0.2857,0.2857,10,1.0,0.2041,0,0,0,0,0,0,balanced
12,6,0,2,3,0,23,0.5217,0.0,0.0,0.1304,10,1.0,0.0188,1,0,0,1,1,0,summer_only
14,11,6,3,0,3,37,0.1081,0.1622,0.2973,0.027,3,1.0,0.2676,0,0,1,0,0,0,random
14,4,0,5,1,2,26,0.2692,0.0,0.1538,0.1538,11,1.0,0.6762,1,0,0,0,0,0,balanced
12,5,9,3,0,0,29,0.0345,0.3103,0.3448,0.4483,3,1.0,0.2705,0,0,0,0,0,0,random
11,2,6,4,1,0,24,0.0,0.25,0.25,0.5833,3,1.0,0.285,0,0,0,0,0,0,formal
13,3,1,2,2,1,22,0.2727,0.0455,0.1818,0.2273,11,1.0,0.0244,1,0,0,0,0,0,balanced
7,4,4,3,6,0,24,0.0,0.1667,0.1667,0.6667,3,0.0,0.4108,0,0,0,0,0,1,formal
8,8,8,1,1,0,26,0.0,0.3077,0.3077,0.5,12,1.0,0.4592,0,1,0,0,0,0,formal
16,6,1,2,0,2,27,0.1852,0.037,0.2593,0.1852,2,1.0,0.0789,1,0,0,0,0,1,balanced
5,6,5,3,2,0,21,0.0,0.2381,0.2381,0.5714,5,1.0,0.2537,0,0,0,0,0,0,formal
6,8,4,5,3,1,27,0.0,0.1481,0.1852,0.2963,10,1.0,0.2384,0,0,0,0,0,1,random
12,7,4,4,0,2,29,0.0345,0.1379,0.2759,0.069,3,0.0,0.2358,0,0,0,0,0,1,random
13,9,0,6,0,0,28,0.3571,0.0,0.0,0.0,3,1.0,0.3917,1,0,1,1,0,0,tshirt_heavy
3,1,0,0,0,0,4,0.75,0.0,0.0,0.0,1,0.0,0.2414,1,1,1,0,0,1,minimal
5,10,0,3,4,0,22,0.2273,0.0,0.0,0.1818,9,1.0,0.173,1,0,0,1,0,0,summer_only
5,5,0,2,1,0,13,0.3846,0.0,0.0,0.0769,9,1.0,0.1052,1,0,1,1,0,0,summer_only
18,7,0,3,0,0,28,0.5714,0.0,0.0,0.0,6,1.0,0.1705,1,0,1,1,1,0,tshirt_heavy
9,8,7,5,1,5,35,0.0286,0.2,0.3143,0.0857,8,1.0,0.0943,0,1,0,0,0,0,random
13,10,5,6,0,4,38,0.1579,0.1316,0.3158,0.1579,11,1.0,0.0347,0,0,0,0,0,0,balanced
13,9,2,6,1,0,31,0.2581,0.0645,0.1613,0.0645,1,0.0,0.1003,1,0,0,0,0,1,balanced
15,5,7,2,1,0,30,0.0,0.2333,0.2333,0.6,2,0.0,0.5075,0,0,0,0,0,1,formal
13,11,0,3,3,0,30,0.4333,0.0,0.0,0.1,8,1.0,0.1214,1,0,0,1,1,0,summer_only
10,12,6,6,3,4,41,0.0732,0.1463,0.3415,0.1707,10,1.0,0.0636,0,0,0,0,0,0,random
10,5,5,3,6,0,29,0.0,0.1724,0.1724,0.6552,6,1.0,0.4274,0,0,0,0,0,0,formal
11,2,5,5,6,0,29,0.0,0.1724,0.1724,0.7241,13,1.0,0.1758,0,0,0,0,0,0,formal
3,1,0,2,0,0,6,0.5,0.0,0.0,0.0,2,1.0,0.2701,1,0,1,1,1,1,minimal
10,3,1,2,0,2,18,0.0,0.0556,0.3333,0.1111,2,0.0,0.3623,1,0,0,0,0,1,random
9,9,3,2,2,0,25,0.0,0.12,0.12,0.52,5,1.0,0.2444,0,0,0,0,0,0,formal
8,7,6,3,6,0,30,0.0,0.2,0.2,0.6667,9,1.0,0.273,0,0,0,0,0,0,formal
10,4,2,5,2,2,25,0.12,0.08,0.32,0.16,10,1.0,0.5057,1,0,0,0,0,0,balanced
3,11,0,0,2,0,16,0.1875,0.0,0.0,0.125,13,1.0,0.2328,1,1,0,1,0,1,summer_only
1,1,0,2,0,0,4,0.25,0.0,0.0,0.0,3,0.0,0.2734,1,0,1,0,0,1,minimal
19,2,4,2,2,0,29,0.2069,0.1379,0.4138,0.2414,9,1.0,0.3722,0,0,0,0,0,0,balanced
13,5,0,0,3,0,21,0.619,0.0,0.0,0.1429,8,1.0,0.0204,1,1,0,1,1,0,summer_only
8,6,2,1,1,0,18,0.1667,0.1111,0.2778,0.1667,7,1.0,0.6802,0,1,0,0,0,0,balanced
4,1,0,1,0,0,6,0.3333,0.0,0.0,0.3333,4,1.0,0.3435,1,1,0,1,0,0,minimal
18,6,0,2,0,0,26,0.4615,0.0,0.0,0.0,1,1.0,0.0954,1,0,1,1,1,1,tshirt_heavy
14,3,3,4,0,2,26,0.2308,0.1154,0.3077,0.2308,2,1.0,0.1445,0,0,0,0,0,1,balanced
15,6,0,2,0,0,23,0.5652,0.0,0.0,0.0,11,1.0,0.1023,1,0,1,1,1,0,tshirt_heavy
13,8,1,2,1,5,30,0.3,0.0333,0.2333,0.1,11,1.0,0.2086,1,0,0,0,0,0,balanced
3,0,0,3,0,0,6,0.5,0.0,0.0,0.0,1,1.0,0.2453,1,0,1,1,1,1,minimal
2,2,0,1,0,0,5,0.4,0.0,0.0,0.0,5,1.0,0.1693,1,1,1,0,0,0,minimal
4,1,0,1,0,0,6,0.5,0.0,0.0,0.1667,3,0.0,0.1764,1,1,0,1,1,1,minimal
3,7,5,6,5,0,26,0.0,0.1923,0.1923,0.4615,9,1.0,0.2538,0,0,0,0,0,0,formal
11,10,5,0,2,0,28,0.0,0.1786,0.25,0.2857,8,1.0,0.1055,0,1,0,0,0,0,random
3,2,0,1,0,0,6,0.3333,0.0,0.0,0.1667,4,1.0,0.3347,1,1,1,1,0,0,minimal
9,6,4,9,3,0,31,0.0,0.129,0.129,0.4516,13,1.0,0.319,0,0,0,0,0,0,formal
5,2,0,2,0,0,9,0.5556,0.0,0.0,0.0,5,1.0,0.5516,1,0,1,1,1,0,minimal
14,4,0,3,0,0,21,0.4286,0.0,0.0,0.0,6,1.0,0.3447,1,0,1,1,1,0,tshirt_heavy
8,4,7,3,7,0,29,0.0,0.2414,0.2414,0.6552,4,1.0,0.5073,0,0,0,0,0,0,formal
11,4,9,5,5,0,34,0.0,0.2647,0.2647,0.5882,10,1.0,0.0919,0,0,0,0,0,0,formal
1,1,0,0,0,0,2,0.5,0.0,0.0,0.0,1,0.0,0.5522,1,1,1,0,0,1,minimal
6,6,7,6,3,0,28,0.0,0.25,0.25,0.5,2,0.0,0.1588,0,0,0,0,0,1,formal
10,11,5,5,1,3,35,0.0,0.1429,0.2286,0.2,3,1.0,0.1637,0,0,0,0,0,0,random
12,3,2,6,0,1,24,0.125,0.0833,0.3333,0.1667,10,1.0,0.4661,1,0,0,0,0,0,balanced
16,5,4,8,0,3,36,0.1944,0.1111,0.3611,0.1111,11,1.0,0.1015,0,0,0,0,0,0,balanced
23,8,0,1,0,0,32,0.5625,0.0,0.0,0.0,11,1.0,0.5483,1,0,1,1,1,0,tshirt_heavy
6,5,3,1,4,0,19,0.0,0.1579,0.1579,0.5789,6,1.0,0.3862,0,1,0,0,0,0,formal
5,5,3,9,4,0,26,0.0,0.1154,0.1154,0.4231,13,1.0,0.1088,0,0,0,0,0,0,formal
